49.508174	106.885874	15.889450
99.981628	54.217339	5.822847
73.627526	0.449725	58.930761
82.827285	31.172672	44.098482
118.177986	10.612490	46.712410
59.649652	29.508927	114.130308
35.775884	38.280888	4.683407
115.691178	51.620341	46.069872
104.333191	38.945122	119.664973
18.141702	124.379160	93.758368
12.726870	32.906447	44.660484
60.821290	0.419266	61.596722
77.006120	125.655774	58.797945
21.342630	12.985146	78.541062
81.741522	22.351933	66.739221
56.433218	37.098005	63.170083
106.249913	8.487480	49.871722
112.599637	37.091960	99.588238
90.659153	28.587262	41.914288
73.184802	106.164587	100.830444
58.544719	92.096101	110.177819
76.397206	108.242730	100.574059
123.934289	52.400791	49.305783
73.372573	29.241037	74.903762
14.542853	73.735449	5.683840
24.204626	41.150477	2.677821
21.814416	30.497674	41.608875
102.544919	82.449262	27.753922
115.637846	80.488672	28.320754
113.851489	119.977360	80.483946
17.751959	12.959953	77.126405
0.000682	52.668855	47.040044
9.999426	121.356360	93.134756
39.053479	93.020217	53.380153
62.905759	109.097237	98.262694
114.922585	12.077913	48.080183
16.248998	121.123442	93.100826
78.580275	25.678949	40.094531
9.392272	33.127102	42.817890
9.999934	12.912752	77.212625
51.119805	92.153368	56.261911
80.680586	19.609987	20.050058
47.525255	32.558760	115.084013
48.118140	112.582243	123.760675
39.863166	92.038514	58.893042
36.239287	41.685991	5.871234
69.340876	21.504896	63.786904
27.287747	76.154203	5.286035
102.874657	36.359430	95.943100
123.087780	118.715583	76.999501
